recording,session,channel,n_good,r,z,nrmse,lambda,pi,mu,d
sub-001_ses-t1,ses-t1,F8,62,0.9532645763942705,1.866377490449221,0.30824743085696454,2.636484205449723,0.036291294911984566,3,17.705676358858174
sub-001_ses-t1,ses-t1,FT8,62,0.901844541119458,1.4820134842141701,0.443806603041539,2.4354118924134602,0.036364732842841634,3,17.988943887277408
sub-001_ses-t1,ses-t1,FC6,62,0.8619190626699261,1.3007614866573323,0.511664212191552,3.2525776303889056,0.0,4,19.399051296422527
sub-001_ses-t1,ses-t1,FC4,62,0.9607981073957523,1.9561909203207242,0.27921453532578183,3.0109115022908126,0.0,4,21.041789990512164
sub-001_ses-t1,ses-t1,FC2,62,0.9695678385030694,2.085034716593287,0.245170586261183,2.806231918997107,0.0,4,21.041789990512164
sub-001_ses-t1,ses-t1,FCz,62,0.97093889988988,2.1084323965951,0.24042595206919537,2.7366771159874608,0.0,4,22.021524975074975
sub-001_ses-t1,ses-t1,Cz,62,0.9643565748950828,2.004677663532089,0.2646310297174369,2.493006993006993,0.0,4,22.999999999995417
sub-001_ses-t1,ses-t1,C2,62,0.9664210632596923,2.0350357313358907,0.2637909074685634,2.5812790066903744,0.0,4,22.021524975074975
sub-001_ses-t1,ses-t1,C4,62,0.8929921411308253,1.4365058602591856,0.45239930093572606,2.742266176204547,0.0,4,21.08260936546092
sub-001_ses-t1,ses-t1,C6,62,0.8477928833518231,1.2482524834742292,0.5497930780754412,3.057720144752714,0.0,4,20.00606534146191
sub-001_ses-t1,ses-t1,T8,62,0.8402566925002269,1.2220460744357635,0.5498466296402666,2.3396033037921264,0.035992041960571534,3,17.988943887277408
sub-001_ses-t1,ses-t1,TP8,62,0.9614491491136028,1.9647303343890528,0.2936411785453477,2.2982752382101075,0.03624412013026173,3,17.988943887277408
sub-001_ses-t1,ses-t1,CP6,62,0.9415574043498495,1.7516003571029455,0.36394989393976257,3.1528171135884304,0.0,4,19.399051296422527
sub-001_ses-t1,ses-t1,CP4,62,0.9176560947100457,1.5739772456023386,0.4023983695253863,3.0102514623409515,0.0,4,21.041789990512164
sub-001_ses-t1,ses-t1,CP2,62,0.9038824356464933,1.4930391982784175,0.4358292336762029,2.804436942367977,0.0,4,21.041789990512164
sub-001_ses-t1,ses-t1,P2,62,0.9554532713292533,1.8909192885891322,0.32339808598428704,3.138373493975904,0.0,3,16.7762971676845
sub-001_ses-t1,ses-t1,P4,62,0.9321737310247047,1.6747256828496606,0.3752465175304813,3.2330740941701333,0.0,4,17.094795802718945
sub-001_ses-t1,ses-t1,P6,62,0.9767719066066716,2.2219289873995685,0.24703691609822465,3.025191345748207,0.0,4,17.594959612644345
sub-001_ses-t1,ses-t1,P8,62,0.9801600051069329,2.301616543316421,0.25064229381808695,2.1060149469623917,0.13856075216972036,2,17.705676358858174
