# OpenNeuro ds003775 v1.2.1 cleaned epochs: size in bytes and MD5 from the git-annex keys of mirror commit cb354b249827d17fa0575b2b42521ba25982c16b
path	size	md5
derivatives/cleaned_epochs/sub-064/ses-t2/eeg/sub-064_ses-t2_task-resteyesc_desc-epochs_eeg.set	115473504	dd3a3e0c90b5bf990c4caa91fd110d82
derivatives/cleaned_epochs/sub-065/ses-t1/eeg/sub-065_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472168	86f94c96dd216a316ebcf72982716427
derivatives/cleaned_epochs/sub-066/ses-t1/eeg/sub-066_ses-t1_task-resteyesc_desc-epochs_eeg.set	115473536	fb61402908f390d0bfa91d4deceb9bcf
derivatives/cleaned_epochs/sub-067/ses-t1/eeg/sub-067_ses-t1_task-resteyesc_desc-epochs_eeg.set	115473480	d3bc5963ba2269e4a3145a60001bf688
derivatives/cleaned_epochs/sub-068/ses-t1/eeg/sub-068_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472168	a56503b6a59edea824353cf5c16571a0
derivatives/cleaned_epochs/sub-068/ses-t2/eeg/sub-068_ses-t2_task-resteyesc_desc-epochs_eeg.set	115473504	6aab1547b08da7b56179d39309975e45
derivatives/cleaned_epochs/sub-069/ses-t1/eeg/sub-069_ses-t1_task-resteyesc_desc-epochs_eeg.set	115473464	85a32953e9ff452e749f7e79f6276563
derivatives/cleaned_epochs/sub-069/ses-t2/eeg/sub-069_ses-t2_task-resteyesc_desc-epochs_eeg.set	115472168	f76d43edb6c943230167d3cdab9cc132
derivatives/cleaned_epochs/sub-070/ses-t1/eeg/sub-070_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472032	1b54d72da3071ba8015b99e70bf642ae
derivatives/cleaned_epochs/sub-070/ses-t2/eeg/sub-070_ses-t2_task-resteyesc_desc-epochs_eeg.set	115472144	e688278231676e874391d408bc2d2cb7
derivatives/cleaned_epochs/sub-071/ses-t1/eeg/sub-071_ses-t1_task-resteyesc_desc-epochs_eeg.set	115473536	289821d1d85f4741c1abc828113c17f3
derivatives/cleaned_epochs/sub-071/ses-t2/eeg/sub-071_ses-t2_task-resteyesc_desc-epochs_eeg.set	115473448	5cdb2e8ef57cfde96fb6646eb685a59c
derivatives/cleaned_epochs/sub-072/ses-t1/eeg/sub-072_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472200	9b5958c38138c833eb155c763495caf5
derivatives/cleaned_epochs/sub-073/ses-t1/eeg/sub-073_ses-t1_task-resteyesc_desc-epochs_eeg.set	115473544	217995d669abb32e7d08db77962f51b2
derivatives/cleaned_epochs/sub-074/ses-t1/eeg/sub-074_ses-t1_task-resteyesc_desc-epochs_eeg.set	115473424	360a40f16bda6590fd64eb849592ec17
derivatives/cleaned_epochs/sub-074/ses-t2/eeg/sub-074_ses-t2_task-resteyesc_desc-epochs_eeg.set	115472168	19ea4ef2fb78c83fc6431937ed2ed34f
derivatives/cleaned_epochs/sub-075/ses-t1/eeg/sub-075_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472168	a07b36541ffc992e06b482407e289012
derivatives/cleaned_epochs/sub-075/ses-t2/eeg/sub-075_ses-t2_task-resteyesc_desc-epochs_eeg.set	115476832	28c1c41ae6e8cb0bc2f2e7034a8f9b7e
derivatives/cleaned_epochs/sub-076/ses-t1/eeg/sub-076_ses-t1_task-resteyesc_desc-epochs_eeg.set	115473480	068de2e6784693d964dff58e3ca6e33d
derivatives/cleaned_epochs/sub-076/ses-t2/eeg/sub-076_ses-t2_task-resteyesc_desc-epochs_eeg.set	115472056	c273b4744c63829ccb0ba5e53254707a
derivatives/cleaned_epochs/sub-077/ses-t1/eeg/sub-077_ses-t1_task-resteyesc_desc-epochs_eeg.set	115473504	91e95f6bd18284425c446ec6e21b9042
derivatives/cleaned_epochs/sub-077/ses-t2/eeg/sub-077_ses-t2_task-resteyesc_desc-epochs_eeg.set	115474576	728930d24fe30d2f09db42c42687df25
derivatives/cleaned_epochs/sub-078/ses-t1/eeg/sub-078_ses-t1_task-resteyesc_desc-epochs_eeg.set	115473480	ac9484c02c1ab59e6bfc48f93c029da2
derivatives/cleaned_epochs/sub-079/ses-t1/eeg/sub-079_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472056	d93cd1983b7510e5c4fe0103e626d1ab
derivatives/cleaned_epochs/sub-080/ses-t1/eeg/sub-080_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472112	d0483319bc21ea3b6642327bdd753c3a
derivatives/cleaned_epochs/sub-081/ses-t1/eeg/sub-081_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472144	b81e47664f056d5ae1e0553bfd9d69d5
derivatives/cleaned_epochs/sub-082/ses-t1/eeg/sub-082_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472144	d6698c2714c580a88dc915800a5d8376
derivatives/cleaned_epochs/sub-082/ses-t2/eeg/sub-082_ses-t2_task-resteyesc_desc-epochs_eeg.set	115472144	595a004973d70fd2e6ab5b0fda5b539d
derivatives/cleaned_epochs/sub-083/ses-t1/eeg/sub-083_ses-t1_task-resteyesc_desc-epochs_eeg.set	115473504	db0637ef7f2247b582915eace0fad885
derivatives/cleaned_epochs/sub-084/ses-t1/eeg/sub-084_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472144	526c1ca3d4298c6fb69dead16a77ea5f
derivatives/cleaned_epochs/sub-084/ses-t2/eeg/sub-084_ses-t2_task-resteyesc_desc-epochs_eeg.set	115472168	51b8a30897a43f6faccdd41b5f7dd95e
derivatives/cleaned_epochs/sub-085/ses-t1/eeg/sub-085_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472168	ed612cb5a26dd29cb8355ddf4b8b1391
derivatives/cleaned_epochs/sub-085/ses-t2/eeg/sub-085_ses-t2_task-resteyesc_desc-epochs_eeg.set	115473480	79672540e3c78d0f678f14c2451ee546
derivatives/cleaned_epochs/sub-086/ses-t1/eeg/sub-086_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472168	6a244e592426021f0a2b2c264d90a3fc
derivatives/cleaned_epochs/sub-087/ses-t1/eeg/sub-087_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472088	5e0720932456f579eba61e6b7382ece6
derivatives/cleaned_epochs/sub-087/ses-t2/eeg/sub-087_ses-t2_task-resteyesc_desc-epochs_eeg.set	115474504	5631c4e8afca7dc51a45f8278f24b89e
derivatives/cleaned_epochs/sub-088/ses-t1/eeg/sub-088_ses-t1_task-resteyesc_desc-epochs_eeg.set	115473504	e42a6a35bd859e7eaa33b2ebf5cee768
derivatives/cleaned_epochs/sub-089/ses-t1/eeg/sub-089_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472200	8dcdb5898e232e20c05c3a4fa4d48498
derivatives/cleaned_epochs/sub-090/ses-t1/eeg/sub-090_ses-t1_task-resteyesc_desc-epochs_eeg.set	115481360	e653028500a28578f4e498dca34fdd17
derivatives/cleaned_epochs/sub-091/ses-t1/eeg/sub-091_ses-t1_task-resteyesc_desc-epochs_eeg.set	115476776	948072a18d04db2ac1c1b2b3e0e3d79e
derivatives/cleaned_epochs/sub-091/ses-t2/eeg/sub-091_ses-t2_task-resteyesc_desc-epochs_eeg.set	115472088	77a3c0a04eb56b7bf4198c2bb07cb3da
derivatives/cleaned_epochs/sub-092/ses-t1/eeg/sub-092_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472200	99647a18310516a4da516e9cb043d4e5
derivatives/cleaned_epochs/sub-093/ses-t1/eeg/sub-093_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472144	69b0650a0a969792957f60e1d0fd3ca2
derivatives/cleaned_epochs/sub-094/ses-t1/eeg/sub-094_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472000	8743d68c338e7ee6d49117f14c84403f
derivatives/cleaned_epochs/sub-094/ses-t2/eeg/sub-094_ses-t2_task-resteyesc_desc-epochs_eeg.set	115473488	41696ee9f86fe1461f3d9b18901116ad
derivatives/cleaned_epochs/sub-095/ses-t1/eeg/sub-095_ses-t1_task-resteyesc_desc-epochs_eeg.set	115473536	8b4e87ca0a68ed94398a1eebe8ccc118
derivatives/cleaned_epochs/sub-096/ses-t1/eeg/sub-096_ses-t1_task-resteyesc_desc-epochs_eeg.set	115477992	e6b7d3850eed8479aa3ce8f58e320b8e
derivatives/cleaned_epochs/sub-097/ses-t1/eeg/sub-097_ses-t1_task-resteyesc_desc-epochs_eeg.set	115473392	2c0181758a428c211dc30f4d82d97096
derivatives/cleaned_epochs/sub-097/ses-t2/eeg/sub-097_ses-t2_task-resteyesc_desc-epochs_eeg.set	115472088	cfd9356ba59b290f53d8a759de48365a
derivatives/cleaned_epochs/sub-098/ses-t1/eeg/sub-098_ses-t1_task-resteyesc_desc-epochs_eeg.set	115474592	9dd16a250ed0b8fa52c544d1ebb5329e
derivatives/cleaned_epochs/sub-099/ses-t1/eeg/sub-099_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472200	395f1fcd7784a17411b34c006bdd5c63
derivatives/cleaned_epochs/sub-100/ses-t1/eeg/sub-100_ses-t1_task-resteyesc_desc-epochs_eeg.set	90316728	19a500a67173d4fd17e7c0dc38fd1992
derivatives/cleaned_epochs/sub-101/ses-t1/eeg/sub-101_ses-t1_task-resteyesc_desc-epochs_eeg.set	115475720	d83e37f6da40478af5e3212cea4d7d0d
derivatives/cleaned_epochs/sub-101/ses-t2/eeg/sub-101_ses-t2_task-resteyesc_desc-epochs_eeg.set	115475824	010e393278fdad3410368bfe9180a970
