x y seen unseen
56.0400 -0.3959 -0.3959 nan
56.0800 -0.4032 -0.4032 nan
56.1200 -0.4105 -0.4105 nan
56.1600 -0.4178 -0.4178 nan
56.2000 -0.4251 -0.4251 nan
56.2400 -0.4326 -0.4326 nan
56.2800 -0.4400 -0.4400 nan
56.3200 -0.4475 -0.4475 nan
56.3600 -0.4551 -0.4551 nan
56.4000 -0.4626 -0.4626 nan
56.4400 -0.4703 -0.4703 nan
56.4800 -0.4779 -0.4779 nan
56.5200 -0.4856 -0.4856 nan
56.5600 -0.4934 -0.4934 nan
56.6000 -0.5011 -0.5011 nan
56.6400 -0.5090 -0.5090 nan
56.6800 -0.5168 -0.5168 nan
56.7200 -0.5247 -0.5247 nan
56.7600 -0.5326 -0.5326 nan
56.8000 -0.5406 -0.5406 nan
56.8400 -0.5486 -0.5486 nan
56.8800 -0.5566 -0.5566 nan
56.9200 -0.5647 -0.5647 nan
56.9600 -0.5728 -0.5728 nan
57.0000 -0.5809 -0.5809 nan
57.0400 -0.5890 -0.5890 nan
57.0800 -0.5972 -0.5972 nan
57.1200 -0.6054 -0.6054 nan
57.1600 -0.6136 -0.6136 nan
57.2000 -0.6219 -0.6219 nan
57.2400 -0.6302 -0.6302 nan
57.2800 -0.6385 -0.6385 nan
57.3200 -0.6468 -0.6468 nan
57.3600 -0.6552 -0.6552 nan
57.4000 -0.6636 -0.6636 nan
57.4400 -0.6720 -0.6720 nan
57.4800 -0.6804 -0.6804 nan
57.5200 -0.6889 -0.6889 nan
57.5600 -0.6973 -0.6973 nan
57.6000 -0.7058 -0.7058 nan
57.6400 -0.7143 -0.7143 nan
57.6800 -0.7228 -0.7228 nan
57.7200 -0.7314 -0.7314 nan
57.7600 -0.7399 -0.7399 nan
57.8000 -0.7485 -0.7485 nan
57.8400 -0.7571 -0.7571 nan
57.8800 -0.7657 -0.7657 nan
57.9200 -0.7743 -0.7743 nan
57.9600 -0.7829 -0.7829 nan
58.0000 -0.7915 -0.7915 nan
58.0400 -0.8002 -0.8002 nan
58.0800 -0.8088 -0.8088 nan
58.1200 -0.8175 -0.8175 nan
58.1600 -0.8262 -0.8262 nan
58.2000 -0.8348 -0.8348 nan
58.2400 -0.8435 -0.8435 nan
58.2800 -0.8522 -0.8522 nan
58.3200 -0.8609 -0.8609 nan
58.3600 -0.8696 -0.8696 nan
58.4000 -0.8783 -0.8783 nan
58.4400 -0.8870 -0.8870 nan
58.4800 -0.8957 -0.8957 nan
58.5200 -0.9044 -0.9044 nan
58.5600 -0.9131 -0.9131 nan
58.6000 -0.9218 -0.9218 nan
58.6400 -0.9305 -0.9305 nan
58.6800 -0.9392 -0.9392 nan
58.7200 -0.9478 -0.9478 nan
58.7600 -0.9565 -0.9565 nan
58.8000 -0.9652 -0.9652 nan
58.8400 -0.9739 -0.9739 nan
58.8800 -0.9826 -0.9826 nan
58.9200 -0.9912 -0.9912 nan
58.9600 -0.9999 -0.9999 nan
59.0000 -1.0085 -1.0085 nan
59.0400 -1.0171 -1.0171 nan
59.0800 -1.0258 -1.0258 nan
59.1200 -1.0344 -1.0344 nan
59.1600 -1.0430 -1.0430 nan
59.2000 -1.0516 -1.0516 nan
59.2400 -1.0601 -1.0601 nan
59.2800 -1.0687 -1.0687 nan
59.3200 -1.0772 -1.0772 nan
59.3600 -1.0857 -1.0857 nan
59.4000 -1.0942 -1.0942 nan
59.4400 -1.1027 -1.1027 nan
59.4800 -1.1112 -1.1112 nan
59.5200 -1.1196 -1.1196 nan
59.5600 -1.1281 -1.1281 nan
59.6000 -1.1365 -1.1365 nan
59.6400 -1.1449 -1.1449 nan
59.6800 -1.1532 -1.1532 nan
59.7200 -1.1616 -1.1616 nan
59.7600 -1.1699 -1.1699 nan
59.8000 -1.1782 -1.1782 nan
59.8400 -1.1864 -1.1864 nan
59.8800 -1.1947 -1.1947 nan
59.9200 -1.2029 -1.2029 nan
59.9600 -1.2111 -1.2111 nan
60.0000 -1.2192 -1.2192 nan
60.0400 -1.2273 -1.2273 nan
60.0800 -1.2354 -1.2354 nan
60.1200 -1.2435 -1.2435 nan
60.1600 -1.2515 -1.2515 nan
60.2000 -1.2595 -1.2595 nan
60.2400 -1.2675 -1.2675 nan
60.2800 -1.2754 -1.2754 nan
60.3200 -1.2833 -1.2833 nan
60.3600 -1.2911 -1.2911 nan
60.4000 -1.2990 -1.2990 nan
60.4400 -1.3067 -1.3067 nan
60.4800 -1.3145 -1.3145 nan
60.5200 -1.3222 -1.3222 nan
60.5600 -1.3299 -1.3299 nan
60.6000 -1.3375 -1.3375 nan
60.6400 -1.3451 -1.3451 nan
60.6800 -1.3526 -1.3526 nan
60.7200 -1.3601 -1.3601 nan
60.7600 -1.3676 -1.3676 nan
60.8000 -1.3750 -1.3750 nan
60.8400 -1.3824 -1.3824 nan
60.8800 -1.3897 -1.3897 nan
60.9200 -1.3970 -1.3970 nan
60.9600 -1.4042 -1.4042 nan
61.0000 -1.4114 -1.4114 nan
61.0400 -1.4185 -1.4185 nan
61.0800 -1.4256 -1.4256 nan
61.1200 -1.4327 -1.4327 nan
61.1600 -1.4397 -1.4397 nan
61.2000 -1.4466 -1.4466 nan
61.2400 -1.4535 -1.4535 nan
61.2800 -1.4604 -1.4604 nan
61.3200 -1.4672 -1.4672 nan
61.3600 -1.4739 -1.4739 nan
61.4000 -1.4806 -1.4806 nan
61.4400 -1.4872 -1.4872 nan
61.4800 -1.4938 -1.4938 nan
61.5200 -1.5003 -1.5003 nan
61.5600 -1.5068 -1.5068 nan
61.6000 -1.5132 -1.5132 nan
61.6400 -1.5195 -1.5195 nan
61.6800 -1.5258 -1.5258 nan
61.7200 -1.5321 -1.5321 nan
61.7600 -1.5383 -1.5383 nan
61.8000 -1.5444 -1.5444 nan
61.8400 -1.5504 -1.5504 nan
61.8800 -1.5564 -1.5564 nan
61.9200 -1.5624 -1.5624 nan
61.9600 -1.5683 -1.5683 nan
62.0000 -1.5741 -1.5741 nan
62.0400 -1.5798 -1.5798 nan
62.0800 -1.5855 -1.5855 nan
62.1200 -1.5912 -1.5912 nan
62.1600 -1.5967 -1.5967 nan
62.2000 -1.6022 -1.6022 nan
62.2400 -1.6077 -1.6077 nan
62.2800 -1.6131 -1.6131 nan
62.3200 -1.6184 -1.6184 nan
62.3600 -1.6236 -1.6236 nan
62.4000 -1.6288 -1.6288 nan
62.4400 -1.6339 -1.6339 nan
62.4800 -1.6390 -1.6390 nan
62.5200 -1.6439 -1.6439 nan
62.5600 -1.6488 -1.6488 nan
62.6000 -1.6537 -1.6537 nan
62.6400 -1.6585 -1.6585 nan
62.6800 -1.6632 -1.6632 nan
62.7200 -1.6678 -1.6678 nan
62.7600 -1.6724 -1.6724 nan
62.8000 -1.6769 -1.6769 nan
62.8400 -1.6813 -1.6813 nan
62.8800 -1.6857 -1.6857 nan
62.9200 -1.6900 -1.6900 nan
62.9600 -1.6942 -1.6942 nan
63.0000 -1.6984 -1.6984 nan
63.0400 -1.7024 -1.7024 nan
63.0800 -1.7065 -1.7065 nan
63.1200 -1.7104 -1.7104 nan
63.1600 -1.7143 -1.7143 nan
63.2000 -1.7181 -1.7181 nan
63.2400 -1.7218 -1.7218 nan
63.2800 -1.7255 -1.7255 nan
63.3200 -1.7291 -1.7291 nan
63.3600 -1.7326 -1.7326 nan
63.4000 -1.7361 -1.7361 nan
63.4400 -1.7395 -1.7395 nan
63.4800 -1.7428 -1.7428 nan
63.5200 -1.7460 -1.7460 nan
63.5600 -1.7492 -1.7492 nan
63.6000 -1.7523 -1.7523 nan
63.6400 -1.7554 -1.7554 nan
63.6800 -1.7584 -1.7584 nan
63.7200 -1.7613 -1.7613 nan
63.7600 -1.7642 -1.7642 nan
63.8000 -1.7670 -1.7670 nan
63.8400 -1.7697 -1.7697 nan
63.8800 -1.7724 -1.7724 nan
63.9200 -1.7750 -1.7750 nan
63.9600 -1.7776 -1.7776 nan
64.0000 -1.7801 -1.7801 nan
64.0400 -1.7825 -1.7825 nan
64.0800 -1.7849 -1.7849 nan
64.1200 -1.7873 -1.7873 nan
64.1600 -1.7896 -1.7896 nan
64.2000 -1.7919 -1.7919 nan
64.2400 -1.7941 -1.7941 nan
64.2800 -1.7963 -1.7963 nan
64.3200 -1.7984 -1.7984 nan
64.3600 -1.8006 -1.8006 nan
64.4000 -1.8027 -1.8027 nan
64.4400 -1.8048 -1.8048 nan
64.4800 -1.8068 -1.8068 nan
64.5200 -1.8089 -1.8089 nan
64.5600 -1.8110 -1.8110 nan
64.6000 -1.8131 -1.8131 nan
64.6400 -1.8152 -1.8152 nan
64.6800 -1.8173 -1.8173 nan
64.7200 -1.8195 -1.8195 nan
64.7600 -1.8217 -1.8217 nan
64.8000 -1.8240 -1.8240 nan
64.8400 -1.8264 -1.8264 nan
64.8800 -1.8288 -1.8288 nan
64.9200 -1.8314 -1.8314 nan
64.9600 -1.8341 -1.8341 nan
65.0000 -1.8370 -1.8370 nan
65.0400 -1.8400 -1.8400 nan
65.0800 -1.8433 -1.8433 nan
65.1200 -1.8467 -1.8467 nan
65.1600 -1.8505 -1.8505 nan
65.2000 -1.8546 -1.8546 nan
65.2400 -1.8590 -1.8590 nan
65.2800 -1.8638 -1.8638 nan
65.3200 -1.8691 -1.8691 nan
65.3600 -1.8749 -1.8749 nan
65.4000 -1.8812 -1.8812 nan
65.4400 -1.8883 -1.8883 nan
65.4800 -1.8960 -1.8960 nan
65.5200 -1.9046 -1.9046 nan
65.5600 -1.9142 -1.9142 nan
65.6000 -1.9248 -1.9248 nan
65.6400 -1.9366 -1.9366 nan
65.6800 -1.9498 -1.9498 nan
65.7200 -1.9645 -1.9645 nan
65.7600 -1.9810 -1.9810 nan
65.8000 -1.9994 -1.9994 nan
65.8400 -2.0200 -2.0200 nan
65.8800 -2.0431 -2.0431 nan
65.9200 -2.0689 -2.0689 nan
65.9600 -2.0980 -2.0980 nan
66.0000 -2.1306 -2.1306 nan
66.0400 -2.1672 -2.1672 nan
66.0800 -2.2084 -2.2084 nan
66.1200 -2.2547 -2.2547 nan
66.1600 -2.3068 -2.3068 nan
66.2000 -2.3653 -2.3653 nan
66.2400 -2.4311 -2.4311 nan
66.2800 -2.5051 -2.5051 nan
66.3200 -2.5883 -2.5883 nan
66.3600 -2.6816 -2.6816 nan
66.4000 -2.7864 -2.7864 nan
66.4400 -2.9038 -2.9038 nan
66.4800 -3.0351 -3.0351 nan
66.5200 -3.1816 -3.1816 nan
66.5600 -3.3449 -3.3449 nan
66.6000 -3.5261 -3.5261 nan
66.6400 -3.7265 -3.7265 nan
66.6800 -3.9473 -3.9473 nan
66.7200 -4.1892 -4.1892 nan
66.7600 -4.4529 -4.4529 nan
66.8000 -4.7382 -4.7382 nan
66.8400 -5.0447 -5.0447 nan
66.8800 -5.3712 -5.3712 nan
66.8830 -5.3965 -5.3965 nan
66.8840 -5.4049 -5.4049 -5.4049
66.9200 -5.7157 nan -5.7157
66.9600 -6.0755 nan -6.0755
67.0000 -6.4469 nan -6.4469
67.0400 -6.8258 nan -6.8258
67.0800 -7.2075 nan -7.2075
67.1200 -7.5866 nan -7.5866
67.1600 -7.9582 nan -7.9582
67.2000 -8.3170 nan -8.3170
67.2400 -8.6585 nan -8.6585
67.2800 -8.9789 nan -8.9789
67.3200 -9.2752 nan -9.2752
67.3600 -9.5452 nan -9.5452
67.4000 -9.7880 nan -9.7880
67.4400 -10.0033 nan -10.0033
67.4800 -10.1917 nan -10.1917
67.5200 -10.3544 nan -10.3544
67.5600 -10.4933 nan -10.4933
67.6000 -10.6103 nan -10.6103
67.6400 -10.7076 nan -10.7076
67.6800 -10.7876 nan -10.7876
67.7200 -10.8524 nan -10.8524
67.7600 -10.9041 nan -10.9041
67.8000 -10.9448 nan -10.9448
67.8400 -10.9761 nan -10.9761
67.8800 -10.9997 nan -10.9997
67.9200 -11.0169 nan -11.0169
67.9600 -11.0289 nan -11.0289
68.0000 -11.0367 nan -11.0367
68.0400 -11.0412 nan -11.0412
68.0800 -11.0430 nan -11.0430
68.1200 -11.0427 nan -11.0427
68.1600 -11.0409 nan -11.0409
68.2000 -11.0378 nan -11.0378
68.2400 -11.0338 nan -11.0338
68.2800 -11.0291 nan -11.0291
68.3200 -11.0238 nan -11.0238
68.3600 -11.0182 nan -11.0182
68.4000 -11.0123 nan -11.0123
68.4400 -11.0062 nan -11.0062
68.4800 -10.9999 nan -10.9999
68.5200 -10.9934 nan -10.9934
68.5600 -10.9869 nan -10.9869
68.6000 -10.9803 nan -10.9803
68.6400 -10.9737 nan -10.9737
68.6800 -10.9669 nan -10.9669
68.7200 -10.9602 nan -10.9602
68.7600 -10.9533 nan -10.9533
68.8000 -10.9464 nan -10.9464
68.8400 -10.9395 nan -10.9395
68.8800 -10.9325 nan -10.9325
68.9200 -10.9255 nan -10.9255
68.9600 -10.9184 nan -10.9184
69.0000 -10.9113 nan -10.9113
69.0400 -10.9041 nan -10.9041
69.0800 -10.8968 nan -10.8968
69.1200 -10.8896 nan -10.8896
69.1600 -10.8822 nan -10.8822
69.2000 -10.8749 nan -10.8749
69.2400 -10.8675 nan -10.8675
69.2800 -10.8600 nan -10.8600
69.3200 -10.8525 nan -10.8525
69.3600 -10.8450 nan -10.8450
69.4000 -10.8374 nan -10.8374
69.4400 -10.8297 nan -10.8297
69.4800 -10.8220 nan -10.8220
69.5200 -10.8142 nan -10.8142
69.5600 -10.8063 nan -10.8063
69.6000 -10.7982 nan -10.7982
69.6400 -10.7900 nan -10.7900
69.6800 -10.7815 nan -10.7815
69.7200 -10.7726 nan -10.7726
69.7600 -10.7633 nan -10.7633
69.8000 -10.7532 nan -10.7532
69.8400 -10.7422 nan -10.7422
69.8800 -10.7301 nan -10.7301
69.9200 -10.7163 nan -10.7163
69.9600 -10.7006 nan -10.7006
70.0000 -10.6822 nan -10.6822
70.0400 -10.6605 nan -10.6605
70.0800 -10.6346 nan -10.6346
70.1200 -10.6036 nan -10.6036
70.1600 -10.5663 nan -10.5663
70.2000 -10.5212 nan -10.5212
70.2400 -10.4668 nan -10.4668
70.2800 -10.4014 nan -10.4014
70.3200 -10.3230 nan -10.3230
70.3600 -10.2295 nan -10.2295
70.4000 -10.1186 nan -10.1186
70.4400 -9.9882 nan -9.9882
70.4800 -9.8358 nan -9.8358
70.5200 -9.6597 nan -9.6597
70.5600 -9.4579 nan -9.4579
70.6000 -9.2294 nan -9.2294
70.6400 -8.9734 nan -8.9734
70.6800 -8.6901 nan -8.6901
70.7200 -8.3807 nan -8.3807
70.7600 -8.0473 nan -8.0473
70.8000 -7.6927 nan -7.6927
70.8400 -7.3209 nan -7.3209
70.8800 -6.9365 nan -6.9365
70.8920 -6.8195 nan -6.8195
70.8930 -6.8097 -6.8097 -6.8097
70.9200 -6.5445 -6.5445 nan
70.9600 -6.1501 -6.1501 nan
71.0000 -5.7585 -5.7585 nan
71.0400 -5.3744 -5.3744 nan
71.0800 -5.0021 -5.0021 nan
71.1200 -4.6450 -4.6450 nan
71.1600 -4.3061 -4.3061 nan
71.2000 -3.9872 -3.9872 nan
71.2400 -3.6896 -3.6896 nan
71.2800 -3.4137 -3.4137 nan
71.3200 -3.1596 -3.1596 nan
71.3600 -2.9267 -2.9267 nan
71.4000 -2.7143 -2.7143 nan
71.4400 -2.5211 -2.5211 nan
71.4800 -2.3460 -2.3460 nan
71.5200 -2.1877 -2.1877 nan
71.5600 -2.0447 -2.0447 nan
71.6000 -1.9157 -1.9157 nan
71.6400 -1.7994 -1.7994 nan
71.6800 -1.6945 -1.6945 nan
71.7200 -1.6000 -1.6000 nan
71.7600 -1.5147 -1.5147 nan
71.8000 -1.4377 -1.4377 nan
71.8400 -1.3680 -1.3680 nan
71.8800 -1.3049 -1.3049 nan
71.9200 -1.2477 -1.2477 nan
71.9600 -1.1957 -1.1957 nan
72.0000 -1.1483 -1.1483 nan
72.0400 -1.1050 -1.1050 nan
72.0800 -1.0654 -1.0654 nan
72.1200 -1.0290 -1.0290 nan
72.1600 -0.9955 -0.9955 nan
72.2000 -0.9646 -0.9646 nan
72.2400 -0.9360 -0.9360 nan
72.2800 -0.9095 -0.9095 nan
72.3200 -0.8848 -0.8848 nan
72.3600 -0.8617 -0.8617 nan
72.4000 -0.8401 -0.8401 nan
72.4400 -0.8197 -0.8197 nan
72.4800 -0.8006 -0.8006 nan
72.5200 -0.7825 -0.7825 nan
72.5600 -0.7653 -0.7653 nan
72.6000 -0.7490 -0.7490 nan
72.6400 -0.7334 -0.7334 nan
72.6800 -0.7186 -0.7186 nan
72.7200 -0.7043 -0.7043 nan
72.7600 -0.6907 -0.6907 nan
72.8000 -0.6775 -0.6775 nan
72.8400 -0.6648 -0.6648 nan
72.8800 -0.6525 -0.6525 nan
72.9200 -0.6406 -0.6406 nan
72.9600 -0.6291 -0.6291 nan
73.0000 -0.6178 -0.6178 nan
73.0400 -0.6069 -0.6069 nan
73.0800 -0.5962 -0.5962 nan
73.1200 -0.5858 -0.5858 nan
73.1600 -0.5756 -0.5756 nan
73.2000 -0.5656 -0.5656 nan
73.2400 -0.5558 -0.5558 nan
73.2800 -0.5462 -0.5462 nan
73.3200 -0.5368 -0.5368 nan
73.3600 -0.5275 -0.5275 nan
73.4000 -0.5184 -0.5184 nan
73.4400 -0.5094 -0.5094 nan
73.4800 -0.5006 -0.5006 nan
73.5200 -0.4918 -0.4918 nan
73.5600 -0.4832 -0.4832 nan
73.6000 -0.4747 -0.4747 nan
73.6400 -0.4663 -0.4663 nan
73.6800 -0.4580 -0.4580 nan
73.7200 -0.4499 -0.4499 nan
73.7600 -0.4418 -0.4418 nan
73.8000 -0.4337 -0.4337 nan
73.8400 -0.4258 -0.4258 nan
73.8800 -0.4180 -0.4180 nan
73.9200 -0.4102 -0.4102 nan
73.9600 -0.4026 -0.4026 nan
74.0000 -0.3950 -0.3950 nan
74.0400 -0.3874 -0.3874 nan
74.0800 -0.3800 -0.3800 nan
74.1200 -0.3726 -0.3726 nan
74.1600 -0.3653 -0.3653 nan
74.2000 -0.3581 -0.3581 nan
74.2400 -0.3509 -0.3509 nan
74.2800 -0.3439 -0.3439 nan
74.3200 -0.3368 -0.3368 nan
74.3600 -0.3299 -0.3299 nan
74.4000 -0.3230 -0.3230 nan
74.4400 -0.3162 -0.3162 nan
74.4800 -0.3094 -0.3094 nan
74.5200 -0.3028 -0.3028 nan
74.5600 -0.2961 -0.2961 nan
74.6000 -0.2896 -0.2896 nan
74.6400 -0.2831 -0.2831 nan
74.6800 -0.2767 -0.2767 nan
74.7200 -0.2704 -0.2704 nan
74.7600 -0.2641 -0.2641 nan
74.8000 -0.2579 -0.2579 nan
74.8400 -0.2517 -0.2517 nan
74.8800 -0.2456 -0.2456 nan
74.9200 -0.2396 -0.2396 nan
74.9600 -0.2337 -0.2337 nan
75.0000 -0.2278 -0.2278 nan
75.0400 -0.2220 -0.2220 nan
75.0800 -0.2162 -0.2162 nan
75.1200 -0.2106 -0.2106 nan
75.1600 -0.2049 -0.2049 nan
75.2000 -0.1994 -0.1994 nan
75.2400 -0.1939 -0.1939 nan
75.2800 -0.1885 -0.1885 nan
75.3200 -0.1832 -0.1832 nan
75.3600 -0.1779 -0.1779 nan
75.4000 -0.1727 -0.1727 nan
75.4400 -0.1676 -0.1676 nan
75.4800 -0.1626 -0.1626 nan
75.5200 -0.1576 -0.1576 nan
75.5600 -0.1527 -0.1527 nan
75.6000 -0.1479 -0.1479 nan
75.6400 -0.1431 -0.1431 nan
75.6800 -0.1384 -0.1384 nan
75.7200 -0.1338 -0.1338 nan
75.7600 -0.1292 -0.1292 nan
75.8000 -0.1248 -0.1248 nan
75.8400 -0.1204 -0.1204 nan
75.8800 -0.1160 -0.1160 nan
75.9200 -0.1118 -0.1118 nan
75.9600 -0.1076 -0.1076 nan
76.0000 -0.1035 -0.1035 nan
76.0400 -0.0995 -0.0995 nan
76.0800 -0.0955 -0.0955 nan
76.1200 -0.0917 -0.0917 nan
76.1600 -0.0879 -0.0879 nan
76.2000 -0.0841 -0.0841 nan
76.2400 -0.0805 -0.0805 nan
76.2800 -0.0769 -0.0769 nan
76.3200 -0.0735 -0.0735 nan
76.3600 -0.0700 -0.0700 nan
76.4000 -0.0667 -0.0667 nan
76.4400 -0.0635 -0.0635 nan
76.4800 -0.0603 -0.0603 nan
76.5200 -0.0572 -0.0572 nan
76.5600 -0.0542 -0.0542 nan
76.6000 -0.0512 -0.0512 nan
76.6400 -0.0484 -0.0484 nan
76.6800 -0.0456 -0.0456 nan
76.7200 -0.0429 -0.0429 nan
76.7600 -0.0403 -0.0403 nan
76.8000 -0.0378 -0.0378 nan
76.8400 -0.0353 -0.0353 nan
76.8800 -0.0329 -0.0329 nan
76.9200 -0.0306 -0.0306 nan
76.9600 -0.0284 -0.0284 nan
77.0000 -0.0263 -0.0263 nan
77.0400 -0.0243 -0.0243 nan
77.0800 -0.0223 -0.0223 nan
77.1200 -0.0204 -0.0204 nan
77.1600 -0.0186 -0.0186 nan
77.2000 -0.0169 -0.0169 nan
77.2400 -0.0153 -0.0153 nan
77.2800 -0.0137 -0.0137 nan
77.3200 -0.0122 -0.0122 nan
77.3600 -0.0108 -0.0108 nan
77.4000 -0.0095 -0.0095 nan
77.4400 -0.0083 -0.0083 nan
77.4800 -0.0072 -0.0072 nan
77.5200 -0.0061 -0.0061 nan
77.5600 -0.0052 -0.0052 nan
77.6000 -0.0043 -0.0043 nan
77.6400 -0.0035 -0.0035 nan
77.6800 -0.0028 -0.0028 nan
77.7200 -0.0021 -0.0021 nan
77.7600 -0.0016 -0.0016 nan
77.8000 -0.0011 -0.0011 nan
77.8400 -0.0007 -0.0007 nan
77.8800 -0.0004 -0.0004 nan
77.9200 -0.0002 -0.0002 nan
77.9600 -0.0001 -0.0001 nan
78.0000 -0.0001 -0.0001 nan
78.0400 -0.0001 -0.0001 nan
78.0800 -0.0002 -0.0002 nan
78.1200 -0.0004 -0.0004 nan
78.1600 -0.0007 -0.0007 nan
78.2000 -0.0011 -0.0011 nan
78.2400 -0.0016 -0.0016 nan
78.2800 -0.0021 -0.0021 nan
78.3200 -0.0027 -0.0027 nan
78.3600 -0.0034 -0.0034 nan
78.4000 -0.0042 -0.0042 nan
78.4400 -0.0051 -0.0051 nan
78.4800 -0.0061 -0.0061 nan
78.5200 -0.0071 -0.0071 nan
78.5600 -0.0083 -0.0083 nan
78.6000 -0.0095 -0.0095 nan
78.6400 -0.0108 -0.0108 nan
78.6800 -0.0122 -0.0122 nan
78.7200 -0.0136 -0.0136 nan
78.7600 -0.0152 -0.0152 nan
78.8000 -0.0168 -0.0168 nan
78.8400 -0.0185 -0.0185 nan
78.8800 -0.0203 -0.0203 nan
78.9200 -0.0222 -0.0222 nan
78.9600 -0.0241 -0.0241 nan
79.0000 -0.0262 -0.0262 nan
79.0400 -0.0283 -0.0283 nan
79.0800 -0.0305 -0.0305 nan
79.1200 -0.0328 -0.0328 nan
79.1600 -0.0352 -0.0352 nan
79.2000 -0.0376 -0.0376 nan
79.2400 -0.0401 -0.0401 nan
79.2800 -0.0427 -0.0427 nan
79.3200 -0.0454 -0.0454 nan
79.3600 -0.0482 -0.0482 nan
79.4000 -0.0510 -0.0510 nan
79.4400 -0.0540 -0.0540 nan
79.4800 -0.0570 -0.0570 nan
79.5200 -0.0601 -0.0601 nan
79.5600 -0.0632 -0.0632 nan
79.6000 -0.0665 -0.0665 nan
79.6400 -0.0698 -0.0698 nan
79.6800 -0.0732 -0.0732 nan
79.7200 -0.0766 -0.0766 nan
79.7600 -0.0802 -0.0802 nan
79.8000 -0.0838 -0.0838 nan
79.8400 -0.0875 -0.0875 nan
79.8800 -0.0913 -0.0913 nan
79.9200 -0.0952 -0.0952 nan
79.9600 -0.0991 -0.0991 nan
80.0000 -0.1031 -0.1031 nan
80.0400 -0.1072 -0.1072 nan
80.0800 -0.1113 -0.1113 nan
80.1200 -0.1156 -0.1156 nan
80.1600 -0.1199 -0.1199 nan
80.2000 -0.1242 -0.1242 nan
80.2400 -0.1287 -0.1287 nan
80.2800 -0.1332 -0.1332 nan
80.3200 -0.1378 -0.1378 nan
80.3600 -0.1425 -0.1425 nan
80.4000 -0.1472 -0.1472 nan
80.4400 -0.1520 -0.1520 nan
80.4800 -0.1569 -0.1569 nan
80.5200 -0.1618 -0.1618 nan
80.5600 -0.1668 -0.1668 nan
80.6000 -0.1719 -0.1719 nan
80.6400 -0.1770 -0.1770 nan
80.6800 -0.1823 -0.1823 nan
80.7200 -0.1875 -0.1875 nan
80.7600 -0.1929 -0.1929 nan
80.8000 -0.1983 -0.1983 nan
80.8400 -0.2038 -0.2038 nan
80.8800 -0.2093 -0.2093 nan
80.9200 -0.2149 -0.2149 nan
80.9600 -0.2206 -0.2206 nan
81.0000 -0.2263 -0.2263 nan
81.0400 -0.2321 -0.2321 nan
81.0800 -0.2380 -0.2380 nan
81.1200 -0.2439 -0.2439 nan
81.1600 -0.2499 -0.2499 nan
81.2000 -0.2560 -0.2560 nan
81.2400 -0.2621 -0.2621 nan
81.2800 -0.2682 -0.2682 nan
81.3200 -0.2745 -0.2745 nan
81.3600 -0.2807 -0.2807 nan
81.4000 -0.2871 -0.2871 nan
81.4400 -0.2935 -0.2935 nan
81.4800 -0.2999 -0.2999 nan
81.5200 -0.3065 -0.3065 nan
81.5600 -0.3130 -0.3130 nan
81.6000 -0.3196 -0.3196 nan
81.6400 -0.3263 -0.3263 nan
81.6800 -0.3331 -0.3331 nan
81.7200 -0.3398 -0.3398 nan
81.7600 -0.3467 -0.3467 nan
81.8000 -0.3536 -0.3536 nan
81.8400 -0.3605 -0.3605 nan
81.8800 -0.3675 -0.3675 nan
81.9200 -0.3745 -0.3745 nan
81.9600 -0.3816 -0.3816 nan
82.0000 -0.3887 -0.3887 nan
82.0400 -0.3959 -0.3959 nan
82.0800 -0.4032 -0.4032 nan
82.1200 -0.4104 -0.4104 nan
82.1600 -0.4178 -0.4178 nan
82.2000 -0.4251 -0.4251 nan
82.2400 -0.4325 -0.4325 nan
82.2800 -0.4400 -0.4400 nan
82.3200 -0.4475 -0.4475 nan
82.3600 -0.4550 -0.4550 nan
82.4000 -0.4626 -0.4626 nan
82.4400 -0.4702 -0.4702 nan
82.4800 -0.4779 -0.4779 nan
82.5200 -0.4856 -0.4856 nan
82.5600 -0.4933 -0.4933 nan
82.6000 -0.5011 -0.5011 nan
82.6400 -0.5089 -0.5089 nan
82.6800 -0.5168 -0.5168 nan
82.7200 -0.5247 -0.5247 nan
82.7600 -0.5326 -0.5326 nan
82.8000 -0.5406 -0.5406 nan
82.8400 -0.5486 -0.5486 nan
82.8800 -0.5566 -0.5566 nan
82.9200 -0.5646 -0.5646 nan
82.9600 -0.5727 -0.5727 nan
83.0000 -0.5809 -0.5809 nan
83.0400 -0.5890 -0.5890 nan
83.0800 -0.5972 -0.5972 nan
83.1200 -0.6054 -0.6054 nan
83.1600 -0.6136 -0.6136 nan
83.2000 -0.6219 -0.6219 nan
83.2400 -0.6302 -0.6302 nan
83.2800 -0.6385 -0.6385 nan
83.3200 -0.6468 -0.6468 nan
83.3600 -0.6552 -0.6552 nan
83.4000 -0.6636 -0.6636 nan
83.4400 -0.6720 -0.6720 nan
83.4800 -0.6804 -0.6804 nan
83.5200 -0.6888 -0.6888 nan
83.5600 -0.6973 -0.6973 nan
83.6000 -0.7058 -0.7058 nan
83.6400 -0.7143 -0.7143 nan
83.6800 -0.7228 -0.7228 nan
83.7200 -0.7314 -0.7314 nan
83.7600 -0.7399 -0.7399 nan
83.8000 -0.7485 -0.7485 nan
83.8400 -0.7571 -0.7571 nan
83.8800 -0.7657 -0.7657 nan
83.9200 -0.7743 -0.7743 nan
83.9600 -0.7829 -0.7829 nan
84.0000 -0.7915 -0.7915 nan
