x y seen unseen
28.0000 -0.1031 -0.1031 nan
28.0400 -0.1072 -0.1072 nan
28.0800 -0.1114 -0.1114 nan
28.1200 -0.1156 -0.1156 nan
28.1600 -0.1199 -0.1199 nan
28.2000 -0.1243 -0.1243 nan
28.2400 -0.1287 -0.1287 nan
28.2800 -0.1332 -0.1332 nan
28.3200 -0.1378 -0.1378 nan
28.3600 -0.1425 -0.1425 nan
28.4000 -0.1472 -0.1472 nan
28.4400 -0.1520 -0.1520 nan
28.4800 -0.1569 -0.1569 nan
28.5200 -0.1618 -0.1618 nan
28.5600 -0.1668 -0.1668 nan
28.6000 -0.1719 -0.1719 nan
28.6400 -0.1771 -0.1771 nan
28.6800 -0.1823 -0.1823 nan
28.7200 -0.1876 -0.1876 nan
28.7600 -0.1929 -0.1929 nan
28.8000 -0.1983 -0.1983 nan
28.8400 -0.2038 -0.2038 nan
28.8800 -0.2093 -0.2093 nan
28.9200 -0.2150 -0.2150 nan
28.9600 -0.2206 -0.2206 nan
29.0000 -0.2264 -0.2264 nan
29.0400 -0.2322 -0.2322 nan
29.0800 -0.2380 -0.2380 nan
29.1200 -0.2440 -0.2440 nan
29.1600 -0.2499 -0.2499 nan
29.2000 -0.2560 -0.2560 nan
29.2400 -0.2621 -0.2621 nan
29.2800 -0.2683 -0.2683 nan
29.3200 -0.2745 -0.2745 nan
29.3600 -0.2808 -0.2808 nan
29.4000 -0.2871 -0.2871 nan
29.4400 -0.2935 -0.2935 nan
29.4800 -0.3000 -0.3000 nan
29.5200 -0.3065 -0.3065 nan
29.5600 -0.3130 -0.3130 nan
29.6000 -0.3197 -0.3197 nan
29.6400 -0.3263 -0.3263 nan
29.6800 -0.3331 -0.3331 nan
29.7200 -0.3399 -0.3399 nan
29.7600 -0.3467 -0.3467 nan
29.8000 -0.3536 -0.3536 nan
29.8400 -0.3605 -0.3605 nan
29.8800 -0.3675 -0.3675 nan
29.9200 -0.3745 -0.3745 nan
29.9600 -0.3816 -0.3816 nan
30.0000 -0.3888 -0.3888 nan
30.0400 -0.3960 -0.3960 nan
30.0800 -0.4032 -0.4032 nan
30.1200 -0.4105 -0.4105 nan
30.1600 -0.4178 -0.4178 nan
30.2000 -0.4252 -0.4252 nan
30.2400 -0.4326 -0.4326 nan
30.2800 -0.4400 -0.4400 nan
30.3200 -0.4475 -0.4475 nan
30.3600 -0.4551 -0.4551 nan
30.4000 -0.4626 -0.4626 nan
30.4400 -0.4703 -0.4703 nan
30.4800 -0.4779 -0.4779 nan
30.5200 -0.4856 -0.4856 nan
30.5600 -0.4934 -0.4934 nan
30.6000 -0.5012 -0.5012 nan
30.6400 -0.5090 -0.5090 nan
30.6800 -0.5168 -0.5168 nan
30.7200 -0.5247 -0.5247 nan
30.7600 -0.5326 -0.5326 nan
30.8000 -0.5406 -0.5406 nan
30.8400 -0.5486 -0.5486 nan
30.8800 -0.5566 -0.5566 nan
30.9200 -0.5647 -0.5647 nan
30.9600 -0.5728 -0.5728 nan
31.0000 -0.5809 -0.5809 nan
31.0400 -0.5890 -0.5890 nan
31.0800 -0.5972 -0.5972 nan
31.1200 -0.6054 -0.6054 nan
31.1600 -0.6137 -0.6137 nan
31.2000 -0.6219 -0.6219 nan
31.2400 -0.6302 -0.6302 nan
31.2800 -0.6385 -0.6385 nan
31.3200 -0.6469 -0.6469 nan
31.3600 -0.6552 -0.6552 nan
31.4000 -0.6636 -0.6636 nan
31.4400 -0.6720 -0.6720 nan
31.4800 -0.6804 -0.6804 nan
31.5200 -0.6889 -0.6889 nan
31.5600 -0.6974 -0.6974 nan
31.6000 -0.7058 -0.7058 nan
31.6400 -0.7144 -0.7144 nan
31.6800 -0.7229 -0.7229 nan
31.7200 -0.7314 -0.7314 nan
31.7600 -0.7400 -0.7400 nan
31.8000 -0.7485 -0.7485 nan
31.8400 -0.7571 -0.7571 nan
31.8800 -0.7657 -0.7657 nan
31.9200 -0.7743 -0.7743 nan
31.9600 -0.7830 -0.7830 nan
32.0000 -0.7916 -0.7916 nan
32.0400 -0.8002 -0.8002 nan
32.0800 -0.8089 -0.8089 nan
32.1200 -0.8175 -0.8175 nan
32.1600 -0.8262 -0.8262 nan
32.2000 -0.8349 -0.8349 nan
32.2400 -0.8436 -0.8436 nan
32.2800 -0.8523 -0.8523 nan
32.3200 -0.8610 -0.8610 nan
32.3600 -0.8696 -0.8696 nan
32.4000 -0.8783 -0.8783 nan
32.4400 -0.8870 -0.8870 nan
32.4800 -0.8958 -0.8958 nan
32.5200 -0.9045 -0.9045 nan
32.5600 -0.9132 -0.9132 nan
32.6000 -0.9219 -0.9219 nan
32.6400 -0.9306 -0.9306 nan
32.6800 -0.9393 -0.9393 nan
32.7200 -0.9479 -0.9479 nan
32.7600 -0.9566 -0.9566 nan
32.8000 -0.9653 -0.9653 nan
32.8400 -0.9740 -0.9740 nan
32.8800 -0.9827 -0.9827 nan
32.9200 -0.9913 -0.9913 nan
32.9600 -1.0000 -1.0000 nan
33.0000 -1.0086 -1.0086 nan
33.0400 -1.0173 -1.0173 nan
33.0800 -1.0259 -1.0259 nan
33.1200 -1.0345 -1.0345 nan
33.1600 -1.0431 -1.0431 nan
33.2000 -1.0517 -1.0517 nan
33.2400 -1.0603 -1.0603 nan
33.2800 -1.0688 -1.0688 nan
33.3200 -1.0774 -1.0774 nan
33.3600 -1.0859 -1.0859 nan
33.4000 -1.0944 -1.0944 nan
33.4400 -1.1029 -1.1029 nan
33.4800 -1.1114 -1.1114 nan
33.5200 -1.1198 -1.1198 nan
33.5600 -1.1283 -1.1283 nan
33.6000 -1.1367 -1.1367 nan
33.6400 -1.1451 -1.1451 nan
33.6800 -1.1534 -1.1534 nan
33.7200 -1.1618 -1.1618 nan
33.7600 -1.1701 -1.1701 nan
33.8000 -1.1784 -1.1784 nan
33.8400 -1.1867 -1.1867 nan
33.8800 -1.1949 -1.1949 nan
33.9200 -1.2031 -1.2031 nan
33.9600 -1.2113 -1.2113 nan
34.0000 -1.2195 -1.2195 nan
34.0400 -1.2276 -1.2276 nan
34.0800 -1.2357 -1.2357 nan
34.1200 -1.2438 -1.2438 nan
34.1600 -1.2518 -1.2518 nan
34.2000 -1.2598 -1.2598 nan
34.2400 -1.2678 -1.2678 nan
34.2800 -1.2758 -1.2758 nan
34.3200 -1.2837 -1.2837 nan
34.3600 -1.2915 -1.2915 nan
34.4000 -1.2994 -1.2994 nan
34.4400 -1.3072 -1.3072 nan
34.4800 -1.3149 -1.3149 nan
34.5200 -1.3227 -1.3227 nan
34.5600 -1.3303 -1.3303 nan
34.6000 -1.3380 -1.3380 nan
34.6400 -1.3456 -1.3456 nan
34.6800 -1.3532 -1.3532 nan
34.7200 -1.3607 -1.3607 nan
34.7600 -1.3682 -1.3682 nan
34.8000 -1.3756 -1.3756 nan
34.8400 -1.3830 -1.3830 nan
34.8800 -1.3904 -1.3904 nan
34.9200 -1.3977 -1.3977 nan
34.9600 -1.4049 -1.4049 nan
35.0000 -1.4121 -1.4121 nan
35.0400 -1.4193 -1.4193 nan
35.0800 -1.4264 -1.4264 nan
35.1200 -1.4335 -1.4335 nan
35.1600 -1.4405 -1.4405 nan
35.2000 -1.4475 -1.4475 nan
35.2400 -1.4545 -1.4545 nan
35.2800 -1.4613 -1.4613 nan
35.3200 -1.4682 -1.4682 nan
35.3600 -1.4750 -1.4750 nan
35.4000 -1.4817 -1.4817 nan
35.4400 -1.4884 -1.4884 nan
35.4800 -1.4950 -1.4950 nan
35.5200 -1.5016 -1.5016 nan
35.5600 -1.5081 -1.5081 nan
35.6000 -1.5146 -1.5146 nan
35.6400 -1.5210 -1.5210 nan
35.6800 -1.5273 -1.5273 nan
35.7200 -1.5336 -1.5336 nan
35.7600 -1.5399 -1.5399 nan
35.8000 -1.5461 -1.5461 nan
35.8400 -1.5522 -1.5522 nan
35.8800 -1.5583 -1.5583 nan
35.9200 -1.5644 -1.5644 nan
35.9600 -1.5703 -1.5703 nan
36.0000 -1.5762 -1.5762 nan
36.0400 -1.5821 -1.5821 nan
36.0800 -1.5879 -1.5879 nan
36.1200 -1.5936 -1.5936 nan
36.1600 -1.5993 -1.5993 nan
36.2000 -1.6050 -1.6050 nan
36.2400 -1.6105 -1.6105 nan
36.2800 -1.6160 -1.6160 nan
36.3200 -1.6215 -1.6215 nan
36.3600 -1.6269 -1.6269 nan
36.4000 -1.6322 -1.6322 nan
36.4400 -1.6375 -1.6375 nan
36.4800 -1.6428 -1.6428 nan
36.5200 -1.6479 -1.6479 nan
36.5600 -1.6530 -1.6530 nan
36.6000 -1.6581 -1.6581 nan
36.6400 -1.6631 -1.6631 nan
36.6800 -1.6681 -1.6681 nan
36.7200 -1.6729 -1.6729 nan
36.7600 -1.6778 -1.6778 nan
36.8000 -1.6826 -1.6826 nan
36.8400 -1.6873 -1.6873 nan
36.8800 -1.6920 -1.6920 nan
36.9200 -1.6966 -1.6966 nan
36.9600 -1.7012 -1.7012 nan
37.0000 -1.7058 -1.7058 nan
37.0400 -1.7102 -1.7102 nan
37.0800 -1.7147 -1.7147 nan
37.1200 -1.7191 -1.7191 nan
37.1600 -1.7235 -1.7235 nan
37.2000 -1.7278 -1.7278 nan
37.2400 -1.7321 -1.7321 nan
37.2800 -1.7363 -1.7363 nan
37.3200 -1.7405 -1.7405 nan
37.3600 -1.7447 -1.7447 nan
37.4000 -1.7489 -1.7489 nan
37.4400 -1.7531 -1.7531 nan
37.4800 -1.7572 -1.7572 nan
37.5200 -1.7613 -1.7613 nan
37.5600 -1.7654 -1.7654 nan
37.6000 -1.7695 -1.7695 nan
37.6400 -1.7736 -1.7736 nan
37.6800 -1.7777 -1.7777 nan
37.7200 -1.7818 -1.7818 nan
37.7600 -1.7860 -1.7860 nan
37.8000 -1.7902 -1.7902 nan
37.8400 -1.7944 -1.7944 nan
37.8800 -1.7986 -1.7986 nan
37.9200 -1.8029 -1.8029 nan
37.9600 -1.8073 -1.8073 nan
38.0000 -1.8118 -1.8118 nan
38.0400 -1.8163 -1.8163 nan
38.0800 -1.8210 -1.8210 nan
38.1200 -1.8258 -1.8258 nan
38.1600 -1.8307 -1.8307 nan
38.2000 -1.8358 -1.8358 nan
38.2400 -1.8410 -1.8410 nan
38.2800 -1.8465 -1.8465 nan
38.3200 -1.8521 -1.8521 nan
38.3600 -1.8581 -1.8581 nan
38.4000 -1.8643 -1.8643 nan
38.4400 -1.8708 -1.8708 nan
38.4800 -1.8777 -1.8777 nan
38.5200 -1.8849 -1.8849 nan
38.5600 -1.8926 -1.8926 nan
38.6000 -1.9008 -1.9008 nan
38.6400 -1.9094 -1.9094 nan
38.6800 -1.9187 -1.9187 nan
38.7200 -1.9286 -1.9286 nan
38.7600 -1.9393 -1.9393 nan
38.8000 -1.9507 -1.9507 nan
38.8400 -1.9630 -1.9630 nan
38.8800 -1.9763 -1.9763 nan
38.9200 -1.9906 -1.9906 nan
38.9600 -2.0062 -2.0062 nan
39.0000 -2.0230 -2.0230 nan
39.0400 -2.0413 -2.0413 nan
39.0800 -2.0612 -2.0612 nan
39.1200 -2.0829 -2.0829 nan
39.1600 -2.1065 -2.1065 nan
39.2000 -2.1323 -2.1323 nan
39.2400 -2.1605 -2.1605 nan
39.2800 -2.1913 -2.1913 nan
39.3200 -2.2251 -2.2251 nan
39.3600 -2.2622 -2.2622 nan
39.4000 -2.3028 -2.3028 nan
39.4400 -2.3473 -2.3473 nan
39.4800 -2.3963 -2.3963 nan
39.5200 -2.4501 -2.4501 nan
39.5600 -2.5093 -2.5093 nan
39.6000 -2.5744 -2.5744 nan
39.6400 -2.6460 -2.6460 nan
39.6800 -2.7248 -2.7248 nan
39.7200 -2.8114 -2.8114 nan
39.7600 -2.9068 -2.9068 nan
39.8000 -3.0118 -3.0118 nan
39.8400 -3.1272 -3.1272 nan
39.8800 -3.2540 -3.2540 nan
39.9200 -3.3932 -3.3932 nan
39.9600 -3.5460 -3.5460 nan
40.0000 -3.7134 -3.7134 nan
40.0400 -3.8965 -3.8965 nan
40.0800 -4.0965 -4.0965 nan
40.1200 -4.3145 -4.3145 nan
40.1600 -4.5514 -4.5514 nan
40.1650 -4.5824 -4.5824 nan
40.1660 -4.5887 -4.5887 -4.5887
40.2000 -4.8083 nan -4.8083
40.2400 -5.0858 nan -5.0858
40.2800 -5.3845 nan -5.3845
40.3200 -5.7047 nan -5.7047
40.3600 -6.0463 nan -6.0463
40.4000 -6.4088 nan -6.4088
40.4400 -6.7912 nan -6.7912
40.4800 -7.1922 nan -7.1922
40.5200 -7.6097 nan -7.6097
40.5600 -8.0412 nan -8.0412
40.6000 -8.4836 nan -8.4836
40.6400 -8.9333 nan -8.9333
40.6800 -9.3866 nan -9.3866
40.7200 -9.8392 nan -9.8392
40.7600 -10.2867 nan -10.2867
40.8000 -10.7250 nan -10.7250
40.8400 -11.1500 nan -11.1500
40.8800 -11.5578 nan -11.5578
40.9200 -11.9454 nan -11.9454
40.9600 -12.3100 nan -12.3100
41.0000 -12.6497 nan -12.6497
41.0400 -12.9629 nan -12.9629
41.0800 -13.2492 nan -13.2492
41.1200 -13.5082 nan -13.5082
41.1600 -13.7406 nan -13.7406
41.2000 -13.9472 nan -13.9472
41.2400 -14.1293 nan -14.1293
41.2800 -14.2885 nan -14.2885
41.3200 -14.4264 nan -14.4264
41.3600 -14.5449 nan -14.5449
41.4000 -14.6459 nan -14.6459
41.4400 -14.7311 nan -14.7311
41.4800 -14.8025 nan -14.8025
41.5200 -14.8617 nan -14.8617
41.5600 -14.9102 nan -14.9102
41.6000 -14.9495 nan -14.9495
41.6400 -14.9809 nan -14.9809
41.6800 -15.0057 nan -15.0057
41.7200 -15.0247 nan -15.0247
41.7600 -15.0389 nan -15.0389
41.8000 -15.0492 nan -15.0492
41.8400 -15.0561 nan -15.0561
41.8800 -15.0604 nan -15.0604
41.9200 -15.0624 nan -15.0624
41.9600 -15.0626 nan -15.0626
42.0000 -15.0614 nan -15.0614
42.0400 -15.0590 nan -15.0590
42.0800 -15.0557 nan -15.0557
42.1200 -15.0517 nan -15.0517
42.1600 -15.0470 nan -15.0470
42.2000 -15.0420 nan -15.0420
42.2400 -15.0366 nan -15.0366
42.2800 -15.0309 nan -15.0309
42.3200 -15.0250 nan -15.0250
42.3600 -15.0189 nan -15.0189
42.4000 -15.0127 nan -15.0127
42.4400 -15.0064 nan -15.0064
42.4800 -15.0000 nan -15.0000
42.5200 -14.9935 nan -14.9935
42.5600 -14.9870 nan -14.9870
42.6000 -14.9803 nan -14.9803
42.6400 -14.9737 nan -14.9737
42.6800 -14.9670 nan -14.9670
42.7200 -14.9602 nan -14.9602
42.7600 -14.9533 nan -14.9533
42.8000 -14.9464 nan -14.9464
42.8400 -14.9395 nan -14.9395
42.8800 -14.9325 nan -14.9325
42.9200 -14.9255 nan -14.9255
42.9600 -14.9184 nan -14.9184
43.0000 -14.9113 nan -14.9113
43.0400 -14.9041 nan -14.9041
43.0800 -14.8968 nan -14.8968
43.1200 -14.8896 nan -14.8896
43.1600 -14.8822 nan -14.8822
43.2000 -14.8749 nan -14.8749
43.2400 -14.8675 nan -14.8675
43.2800 -14.8600 nan -14.8600
43.3200 -14.8525 nan -14.8525
43.3600 -14.8450 nan -14.8450
43.4000 -14.8374 nan -14.8374
43.4400 -14.8297 nan -14.8297
43.4800 -14.8221 nan -14.8221
43.5200 -14.8143 nan -14.8143
43.5600 -14.8065 nan -14.8065
43.6000 -14.7987 nan -14.7987
43.6400 -14.7907 nan -14.7907
43.6800 -14.7826 nan -14.7826
43.7200 -14.7744 nan -14.7744
43.7600 -14.7660 nan -14.7660
43.8000 -14.7574 nan -14.7574
43.8400 -14.7484 nan -14.7484
43.8800 -14.7390 nan -14.7390
43.9200 -14.7291 nan -14.7291
43.9600 -14.7184 nan -14.7184
44.0000 -14.7069 nan -14.7069
44.0400 -14.6942 nan -14.6942
44.0800 -14.6802 nan -14.6802
44.1200 -14.6643 nan -14.6643
44.1600 -14.6463 nan -14.6463
44.2000 -14.6256 nan -14.6256
44.2400 -14.6016 nan -14.6016
44.2800 -14.5737 nan -14.5737
44.3200 -14.5411 nan -14.5411
44.3600 -14.5028 nan -14.5028
44.4000 -14.4578 nan -14.4578
44.4400 -14.4050 nan -14.4050
44.4800 -14.3431 nan -14.3431
44.5200 -14.2705 nan -14.2705
44.5600 -14.1858 nan -14.1858
44.6000 -14.0872 nan -14.0872
44.6400 -13.9730 nan -13.9730
44.6800 -13.8414 nan -13.8414
44.7200 -13.6903 nan -13.6903
44.7600 -13.5181 nan -13.5181
44.8000 -13.3230 nan -13.3230
44.8400 -13.1034 nan -13.1034
44.8800 -12.8581 nan -12.8581
44.9200 -12.5862 nan -12.5862
44.9600 -12.2872 nan -12.2872
45.0000 -11.9612 nan -11.9612
45.0400 -11.6090 nan -11.6090
45.0800 -11.2318 nan -11.2318
45.1200 -10.8317 nan -10.8317
45.1600 -10.4113 nan -10.4113
45.2000 -9.9740 nan -9.9740
45.2400 -9.5234 nan -9.5234
45.2510 -9.3977 nan -9.3977
45.2520 -9.3863 -9.3863 -9.3863
45.2800 -9.0636 -9.0636 nan
45.3200 -8.5989 -8.5989 nan
45.3600 -8.1336 -8.1336 nan
45.4000 -7.6717 -7.6717 nan
45.4400 -7.2174 -7.2174 nan
45.4800 -6.7741 -6.7741 nan
45.5200 -6.3448 -6.3448 nan
45.5600 -5.9321 -5.9321 nan
45.6000 -5.5380 -5.5380 nan
45.6400 -5.1640 -5.1640 nan
45.6800 -4.8110 -4.8110 nan
45.7200 -4.4794 -4.4794 nan
45.7600 -4.1694 -4.1694 nan
45.8000 -3.8807 -3.8807 nan
45.8400 -3.6127 -3.6127 nan
45.8800 -3.3647 -3.3647 nan
45.9200 -3.1358 -3.1358 nan
45.9600 -2.9249 -2.9249 nan
46.0000 -2.7310 -2.7310 nan
46.0400 -2.5530 -2.5530 nan
46.0800 -2.3896 -2.3896 nan
46.1200 -2.2399 -2.2399 nan
46.1600 -2.1027 -2.1027 nan
46.2000 -1.9770 -1.9770 nan
46.2400 -1.8619 -1.8619 nan
46.2800 -1.7564 -1.7564 nan
46.3200 -1.6597 -1.6597 nan
46.3600 -1.5710 -1.5710 nan
46.4000 -1.4896 -1.4896 nan
46.4400 -1.4148 -1.4148 nan
46.4800 -1.3461 -1.3461 nan
46.5200 -1.2828 -1.2828 nan
46.5600 -1.2244 -1.2244 nan
46.6000 -1.1705 -1.1705 nan
46.6400 -1.1207 -1.1207 nan
46.6800 -1.0746 -1.0746 nan
46.7200 -1.0319 -1.0319 nan
46.7600 -0.9922 -0.9922 nan
46.8000 -0.9552 -0.9552 nan
46.8400 -0.9208 -0.9208 nan
46.8800 -0.8886 -0.8886 nan
46.9200 -0.8585 -0.8585 nan
46.9600 -0.8303 -0.8303 nan
47.0000 -0.8039 -0.8039 nan
47.0400 -0.7789 -0.7789 nan
47.0800 -0.7554 -0.7554 nan
47.1200 -0.7332 -0.7332 nan
47.1600 -0.7122 -0.7122 nan
47.2000 -0.6923 -0.6923 nan
47.2400 -0.6734 -0.6734 nan
47.2800 -0.6554 -0.6554 nan
47.3200 -0.6382 -0.6382 nan
47.3600 -0.6218 -0.6218 nan
47.4000 -0.6061 -0.6061 nan
47.4400 -0.5910 -0.5910 nan
47.4800 -0.5766 -0.5766 nan
47.5200 -0.5627 -0.5627 nan
47.5600 -0.5493 -0.5493 nan
47.6000 -0.5363 -0.5363 nan
47.6400 -0.5238 -0.5238 nan
47.6800 -0.5118 -0.5118 nan
47.7200 -0.5000 -0.5000 nan
47.7600 -0.4887 -0.4887 nan
47.8000 -0.4777 -0.4777 nan
47.8400 -0.4669 -0.4669 nan
47.8800 -0.4565 -0.4565 nan
47.9200 -0.4463 -0.4463 nan
47.9600 -0.4364 -0.4364 nan
48.0000 -0.4267 -0.4267 nan
48.0400 -0.4172 -0.4172 nan
48.0800 -0.4079 -0.4079 nan
48.1200 -0.3989 -0.3989 nan
48.1600 -0.3900 -0.3900 nan
48.2000 -0.3813 -0.3813 nan
48.2400 -0.3728 -0.3728 nan
48.2800 -0.3644 -0.3644 nan
48.3200 -0.3562 -0.3562 nan
48.3600 -0.3481 -0.3481 nan
48.4000 -0.3402 -0.3402 nan
48.4400 -0.3324 -0.3324 nan
48.4800 -0.3247 -0.3247 nan
48.5200 -0.3172 -0.3172 nan
48.5600 -0.3097 -0.3097 nan
48.6000 -0.3024 -0.3024 nan
48.6400 -0.2952 -0.2952 nan
48.6800 -0.2882 -0.2882 nan
48.7200 -0.2812 -0.2812 nan
48.7600 -0.2743 -0.2743 nan
48.8000 -0.2676 -0.2676 nan
48.8400 -0.2609 -0.2609 nan
48.8800 -0.2543 -0.2543 nan
48.9200 -0.2478 -0.2478 nan
48.9600 -0.2415 -0.2415 nan
49.0000 -0.2352 -0.2352 nan
49.0400 -0.2290 -0.2290 nan
49.0800 -0.2229 -0.2229 nan
49.1200 -0.2169 -0.2169 nan
49.1600 -0.2109 -0.2109 nan
49.2000 -0.2051 -0.2051 nan
49.2400 -0.1993 -0.1993 nan
49.2800 -0.1937 -0.1937 nan
49.3200 -0.1881 -0.1881 nan
49.3600 -0.1826 -0.1826 nan
49.4000 -0.1772 -0.1772 nan
49.4400 -0.1718 -0.1718 nan
49.4800 -0.1666 -0.1666 nan
49.5200 -0.1614 -0.1614 nan
49.5600 -0.1563 -0.1563 nan
49.6000 -0.1513 -0.1513 nan
49.6400 -0.1464 -0.1464 nan
49.6800 -0.1415 -0.1415 nan
49.7200 -0.1368 -0.1368 nan
49.7600 -0.1321 -0.1321 nan
49.8000 -0.1275 -0.1275 nan
49.8400 -0.1230 -0.1230 nan
49.8800 -0.1185 -0.1185 nan
49.9200 -0.1141 -0.1141 nan
49.9600 -0.1099 -0.1099 nan
50.0000 -0.1057 -0.1057 nan
50.0400 -0.1015 -0.1015 nan
50.0800 -0.0975 -0.0975 nan
50.1200 -0.0935 -0.0935 nan
50.1600 -0.0897 -0.0897 nan
50.2000 -0.0859 -0.0859 nan
50.2400 -0.0822 -0.0822 nan
50.2800 -0.0785 -0.0785 nan
50.3200 -0.0750 -0.0750 nan
50.3600 -0.0715 -0.0715 nan
50.4000 -0.0681 -0.0681 nan
50.4400 -0.0648 -0.0648 nan
50.4800 -0.0616 -0.0616 nan
50.5200 -0.0584 -0.0584 nan
50.5600 -0.0553 -0.0553 nan
50.6000 -0.0524 -0.0524 nan
50.6400 -0.0495 -0.0495 nan
50.6800 -0.0466 -0.0466 nan
50.7200 -0.0439 -0.0439 nan
50.7600 -0.0412 -0.0412 nan
50.8000 -0.0387 -0.0387 nan
50.8400 -0.0362 -0.0362 nan
50.8800 -0.0338 -0.0338 nan
50.9200 -0.0314 -0.0314 nan
50.9600 -0.0292 -0.0292 nan
51.0000 -0.0270 -0.0270 nan
51.0400 -0.0250 -0.0250 nan
51.0800 -0.0230 -0.0230 nan
51.1200 -0.0211 -0.0211 nan
51.1600 -0.0192 -0.0192 nan
51.2000 -0.0175 -0.0175 nan
51.2400 -0.0158 -0.0158 nan
51.2800 -0.0143 -0.0143 nan
51.3200 -0.0128 -0.0128 nan
51.3600 -0.0114 -0.0114 nan
51.4000 -0.0100 -0.0100 nan
51.4400 -0.0088 -0.0088 nan
51.4800 -0.0077 -0.0077 nan
51.5200 -0.0066 -0.0066 nan
51.5600 -0.0056 -0.0056 nan
51.6000 -0.0047 -0.0047 nan
51.6400 -0.0039 -0.0039 nan
51.6800 -0.0032 -0.0032 nan
51.7200 -0.0025 -0.0025 nan
51.7600 -0.0019 -0.0019 nan
51.8000 -0.0015 -0.0015 nan
51.8400 -0.0011 -0.0011 nan
51.8800 -0.0008 -0.0008 nan
51.9200 -0.0005 -0.0005 nan
51.9600 -0.0004 -0.0004 nan
52.0000 -0.0003 -0.0003 nan
52.0400 -0.0004 -0.0004 nan
52.0800 -0.0005 -0.0005 nan
52.1200 -0.0007 -0.0007 nan
52.1600 -0.0010 -0.0010 nan
52.2000 -0.0013 -0.0013 nan
52.2400 -0.0018 -0.0018 nan
52.2800 -0.0023 -0.0023 nan
52.3200 -0.0030 -0.0030 nan
52.3600 -0.0037 -0.0037 nan
52.4000 -0.0044 -0.0044 nan
52.4400 -0.0053 -0.0053 nan
52.4800 -0.0063 -0.0063 nan
52.5200 -0.0073 -0.0073 nan
52.5600 -0.0084 -0.0084 nan
52.6000 -0.0097 -0.0097 nan
52.6400 -0.0109 -0.0109 nan
52.6800 -0.0123 -0.0123 nan
52.7200 -0.0138 -0.0138 nan
52.7600 -0.0153 -0.0153 nan
52.8000 -0.0169 -0.0169 nan
52.8400 -0.0186 -0.0186 nan
52.8800 -0.0204 -0.0204 nan
52.9200 -0.0223 -0.0223 nan
52.9600 -0.0243 -0.0243 nan
53.0000 -0.0263 -0.0263 nan
53.0400 -0.0284 -0.0284 nan
53.0800 -0.0306 -0.0306 nan
53.1200 -0.0329 -0.0329 nan
53.1600 -0.0353 -0.0353 nan
53.2000 -0.0377 -0.0377 nan
53.2400 -0.0402 -0.0402 nan
53.2800 -0.0428 -0.0428 nan
53.3200 -0.0455 -0.0455 nan
53.3600 -0.0483 -0.0483 nan
53.4000 -0.0511 -0.0511 nan
53.4400 -0.0541 -0.0541 nan
53.4800 -0.0571 -0.0571 nan
53.5200 -0.0601 -0.0601 nan
53.5600 -0.0633 -0.0633 nan
53.6000 -0.0665 -0.0665 nan
53.6400 -0.0699 -0.0699 nan
53.6800 -0.0732 -0.0732 nan
53.7200 -0.0767 -0.0767 nan
53.7600 -0.0803 -0.0803 nan
53.8000 -0.0839 -0.0839 nan
53.8400 -0.0876 -0.0876 nan
53.8800 -0.0914 -0.0914 nan
53.9200 -0.0952 -0.0952 nan
53.9600 -0.0992 -0.0992 nan
54.0000 -0.1032 -0.1032 nan
54.0400 -0.1072 -0.1072 nan
54.0800 -0.1114 -0.1114 nan
54.1200 -0.1156 -0.1156 nan
54.1600 -0.1199 -0.1199 nan
54.2000 -0.1243 -0.1243 nan
54.2400 -0.1287 -0.1287 nan
54.2800 -0.1333 -0.1333 nan
54.3200 -0.1378 -0.1378 nan
54.3600 -0.1425 -0.1425 nan
54.4000 -0.1472 -0.1472 nan
54.4400 -0.1520 -0.1520 nan
54.4800 -0.1569 -0.1569 nan
54.5200 -0.1618 -0.1618 nan
54.5600 -0.1669 -0.1669 nan
54.6000 -0.1719 -0.1719 nan
54.6400 -0.1771 -0.1771 nan
54.6800 -0.1823 -0.1823 nan
54.7200 -0.1876 -0.1876 nan
54.7600 -0.1929 -0.1929 nan
54.8000 -0.1983 -0.1983 nan
54.8400 -0.2038 -0.2038 nan
54.8800 -0.2094 -0.2094 nan
54.9200 -0.2150 -0.2150 nan
54.9600 -0.2206 -0.2206 nan
55.0000 -0.2264 -0.2264 nan
55.0400 -0.2322 -0.2322 nan
55.0800 -0.2380 -0.2380 nan
55.1200 -0.2440 -0.2440 nan
55.1600 -0.2499 -0.2499 nan
55.2000 -0.2560 -0.2560 nan
55.2400 -0.2621 -0.2621 nan
55.2800 -0.2683 -0.2683 nan
55.3200 -0.2745 -0.2745 nan
55.3600 -0.2808 -0.2808 nan
55.4000 -0.2871 -0.2871 nan
55.4400 -0.2935 -0.2935 nan
55.4800 -0.3000 -0.3000 nan
55.5200 -0.3065 -0.3065 nan
55.5600 -0.3130 -0.3130 nan
55.6000 -0.3197 -0.3197 nan
55.6400 -0.3263 -0.3263 nan
55.6800 -0.3331 -0.3331 nan
55.7200 -0.3399 -0.3399 nan
55.7600 -0.3467 -0.3467 nan
55.8000 -0.3536 -0.3536 nan
55.8400 -0.3605 -0.3605 nan
55.8800 -0.3675 -0.3675 nan
55.9200 -0.3745 -0.3745 nan
55.9600 -0.3816 -0.3816 nan
56.0000 -0.3888 -0.3888 nan
